YYYYMM,SMALL LoAC,ME1 AC2,ME1 AC3,ME1 AC4,SMALL HiAC,ME2 AC1,ME2 AC2,ME2 AC3,ME2 AC4,ME2 AC5,ME3 AC1,ME3 AC2,ME3 AC3,ME3 AC4,ME3 AC5,ME4 AC1,ME4 AC2,ME4 AC3,ME4 AC4,ME4 AC5,BIG LoAC,ME5 AC2,ME5 AC3,ME5 AC4,BIG HiAC
198003,-19.6,-16.751,-18.1062,-18.5063,-20.3289,-17.8409,-15.8442,-17.2883,-16.8621,-19.6967,-15.1703,-13.5568,-16.4016,-15.9488,-17.1813,-13.3883,-14.4571,-13.0813,-13.6452,-13.1367,-13.8628,-9.8118,-5.9175,-10.1559,-6.25
198004,3.9837,5.8254,7.2319,6.3243,6.2184,4.4479,6.5699,3.6512,4.6237,5.9014,6.6548,8.7115,5.8767,7.4114,5.6679,5.8041,6.8716,7.2953,5.4407,3.5245,5.8496,5.1907,3.146,2.6225,1.2286
198005,5.5639,8.0046,8.0399,6.3152,6.683,7.8862,9.7119,9.0283,8.7433,9.7494,8.0083,8.3532,7.2403,6.5647,8.0334,8.6276,8.4131,7.56,10.143,6.8429,2.864,4.7524,6.6152,5.4048,7.3622
198006,4.321,6.2418,4.2745,4.8491,3.4163,4.688,4.4688,2.5555,3.2892,5.8888,4.8463,4.7333,5.6962,3.5267,3.2148,5.0074,3.2818,5.3217,5.4859,4.41,3.0432,2.2941,1.647,4.814,0.4872
198007,9.1776,8.2174,11.2359,11.4159,12.4484,11.3961,8.9885,10.0287,12.4718,14.6151,12.6332,6.1962,7.8949,9.7174,13.8571,7.0494,6.5296,8.4073,10.2695,11.0078,5.196,4.2515,6.4572,9.0608,12.9347
198008,7.3224,6.0118,8.3925,9.9125,10.28,7.2408,6.3162,8.2888,6.8088,6.4392,4.3318,4.2426,4.7436,3.8899,6.5224,4.4833,0.8762,1.8664,2.2088,4.871,2.4103,1.5273,1.6446,-1.1497,3.9077
198009,5.1196,2.7985,3.063,2.3388,4.7898,3.0461,2.9798,5.9604,3.7746,3.3299,5.9979,1.1363,2.7575,3.5264,3.5807,6.074,1.2419,1.4523,4.1322,4.0137,5.753,2.5351,1.6093,1.4503,6.816
198010,5.1676,3.4154,5.3763,4.4038,6.4043,5.4852,2.0378,1.3392,3.5716,5.0007,3.3475,3.5298,1.2225,2.5322,3.1437,4.2254,0.066,0.682,-0.3666,2.3904,3.2737,1.3331,3.4972,-0.5617,3.5405
198011,7.3544,8.3625,6.8551,5.5506,9.9838,11.366,7.5323,7.8973,8.4732,9.0941,10.5533,5.7239,3.4686,6.3581,10.3959,14.3262,5.8674,4.6638,7.8527,16.8415,17.7335,12.7197,9.9834,8.6084,18.2491
198012,-5.0493,-5.7545,-3.9729,-5.2382,-5.0637,-4.3373,-2.8866,-3.735,-2.4944,-5.0515,-4.3881,-1.8584,1.0641,-4.5279,-5.136,-6.6144,-1.6114,-2.8707,-2.6854,-2.4128,-5.663,-5.6211,-3.7724,-0.5185,0.2611
198101,-0.4254,0.7407,-0.141,0.2936,-1.2674,-0.802,-1.3581,0.5834,1.9494,-4.7751,-3.1733,-0.3341,0.0481,1.407,-5.0726,-3.9063,0.0129,-1.481,-2.6266,-8.4816,-8.5816,-3.2788,-3.1,-5.1104,-10.9761
198102,-0.8144,0.0528,-1.4208,1.7382,-1.1158,3.0051,1.4398,2.506,3.2333,-0.1204,1.9832,2.509,2.6697,1.5304,-0.708,1.4728,3.3535,2.9492,3.7864,0.25,0.6532,1.1829,2.0966,3.8719,1.045
198103,4.9036,7.2371,8.6987,8.9049,9.7691,6.514,7.6054,7.2457,7.1182,9.4728,9.1628,8.3054,5.4898,7.1595,10.2847,6.9754,6.5832,8.8348,8.5634,8.1315,1.0261,4.7811,0.727,5.6395,4.5849
198104,3.045,2.9913,4.222,3.5265,5.4165,1.4938,1.9062,0.0788,5.1325,3.6394,0.8955,0.8151,1.8438,1.4389,4.4508,0.73,-0.5131,1.9496,-1.3946,-0.5295,-4.8116,-2.5858,-1.6779,0.104,-5.1669
198105,3.6893,2.6263,4.604,5.0215,4.9791,3.6422,4.8767,3.4502,2.6956,4.2469,1.8709,3.4749,2.1557,3.1865,4.19,2.5345,3.7299,0.7483,2.158,4.4808,-0.904,0.5477,-1.0576,0.3856,1.5688
198106,-1.3327,-0.7844,-0.7765,-0.5364,-3.2473,-3.6998,-1.4602,-3.2434,-1.9667,-5.2893,-5.42,-1.9615,-0.4286,0.4839,-4.3241,-3.3876,0.5441,-0.3074,-2.639,-5.3516,1.4707,0.1724,0.4465,-3.0239,-6.5529
198107,-2.5151,-3.058,-3.1817,-2.8315,-3.9171,-1.1471,-0.848,-1.7437,-1.3086,-4.0003,0.5177,-1.281,-1.1839,-1.9446,-3.7594,-0.3037,1.1196,-2.7374,-0.6984,-0.9336,4.6001,1.8027,0.4288,0.5614,-1.4807
198108,-9.5992,-6.1675,-5.7171,-8.7606,-10.8116,-8.8497,-8.7557,-7.9545,-7.3976,-8.0372,-7.1697,-5.7102,-3.3166,-5.827,-7.7524,-5.7046,-6.2891,-3.5454,-5.0848,-6.6654,-7.0486,-3.3504,-4.9534,-6.4882,-8.9584
198109,-10.1179,-8.7182,-7.4209,-8.7022,-10.3925,-9.8063,-4.975,-7.0669,-6.8439,-9.035,-7.9047,-7.1322,-3.7459,-6.1022,-6.574,-8.6497,-6.1168,-5.963,-7.6716,-7.4324,-8.0728,-4.1906,-5.58,-4.6293,-6.2652
198110,9.2719,7.416,6.4703,7.333,9.0973,8.2437,7.5091,5.7119,8.3165,8.9431,6.2058,7.4719,6.6534,6.4146,7.0919,7.3117,5.2259,5.3665,7.677,7.0813,8.5618,5.2415,3.4853,6.1964,7.2648
198111,2.0303,1.9249,2.8022,1.8899,-0.0188,3.9991,3.8328,4.1486,4.5809,1.7521,0.8765,4.2302,3.881,2.5724,0.0134,4.5341,4.1385,3.7716,6.3464,2.9579,7.0134,4.645,5.3775,3.651,1.9969
198112,-2.0053,-2.7735,-0.0521,-1.7894,-2.5409,-3.0573,-2.2424,0.2706,-2.3651,-0.5524,-3.0682,-0.4964,-2.4097,-2.0017,-0.9631,-2.1066,-2.4242,-2.8001,-2.0396,-2.773,-4.1262,-3.0748,-2.7532,-2.4009,-2.5005
198201,-0.9476,-2.3774,-1.2728,-0.0216,-2.371,-3.761,-3.1271,-3.5462,-2.8388,-4.4108,-2.1624,-4.1164,-3.1445,-3.781,-4.1329,-6.2238,-3.6407,-2.5625,-2.8575,-5.5407,-4.9197,-2.6132,-1.1341,0.1657,-2.5847
198202,-4.747,-3.388,-1.8675,-3.4138,-5.0776,-6.0248,-3.3362,-3.9474,-4.0278,-5.7183,-5.2125,-2.6896,-1.2084,-4.6249,-4.6273,-7.6312,-2.2585,-2.1244,-2.9286,-6.728,-6.2801,-6.3265,-4.639,-3.9167,-9.8993
198203,-1.1131,0.0548,0.5496,-1.3368,-1.357,-0.8435,-0.0482,-0.7784,-0.7023,-0.5588,1.7306,0.2226,0.8613,0.9307,-3.3483,-0.6763,0.5488,0.2765,-1.5477,-1.9144,0.9428,-0.4504,-1.0045,-0.6209,-2.1856
198204,5.6992,4.9105,5.0216,6.8111,6.3117,6.6472,6.0854,5.3418,7.3219,5.2265,4.1023,5.6367,6.723,4.8525,6.3112,6.066,3.3448,4.269,6.0094,6.5701,5.761,3.6838,3.3377,4.6167,5.4655
198205,-2.091,-0.9757,-1.0184,-1.1901,-1.7513,-3.3765,-2.1488,-2.3616,-3.024,-3.1784,-3.1997,-2.5709,-1.1806,-0.6311,-4.9994,-4.6749,-2.5099,-2.8723,-3.4542,-6.41,0.9906,-1.5233,-1.1303,-4.3747,-4.7498
198206,-1.9016,-2.4698,-2.7772,-1.9586,-3.3901,-2.3588,0.174,-0.5129,-1.7403,-2.9138,-2.1354,-0.5842,-2.1023,-2.4655,-1.8551,-1.6174,-1.1887,-1.8408,-1.619,-4.2335,-2.7586,-3.6972,-2.0374,0.9426,-1.6948
198207,-1.3463,0.583,-1.0783,-2.2365,-2.427,-1.2502,-0.8067,0.442,-0.9797,-2.6201,-3.0183,-2.68,-1.3579,-1.896,0.0669,-3.8746,-2.9889,-2.5552,-1.9451,-2.2744,1.4512,-2.4616,-0.6282,-4.0177,-3.8993
198208,6.3962,5.8469,5.7945,5.4049,5.2005,9.7362,11.7732,10.7526,8.2567,7.0648,10.9366,9.0683,10.4575,11.3579,12.1984,12.4021,14.629,13.1821,10.1066,12.6552,13.3392,12.6982,11.9407,13.1845,10.278
198209,3.8215,4.1089,2.8411,4.2651,2.5426,3.4081,1.3029,2.8711,4.9061,0.8511,3.3755,1.9711,3.5318,4.7221,2.5449,0.6519,1.7082,1.2527,2.5009,4.4996,1.2094,1.7678,0.5397,0.0776,1.257
198210,13.5557,12.9688,13.1919,12.4701,15.7189,10.682,12.9729,12.7294,11.3095,17.9685,11.9798,11.481,11.7395,15.3051,14.3966,13.0681,13.0748,11.4195,13.9268,16.2411,14.2378,8.6483,10.0795,9.6716,13.5305
198211,9.5233,9.7968,8.8493,10.8588,10.4073,7.4002,10.3002,8.7306,7.7048,9.8962,8.6951,7.3634,7.9567,8.3368,9.1533,6.1784,6.215,4.6348,5.613,8.546,6.9147,4.0313,4.5191,1.3003,4.6244
198212,2.6517,2.9498,2.1389,1.5312,2.9604,1.715,3.0164,3.2364,1.2187,0.3187,0.0515,-0.5315,2.9201,1.9761,1.7697,3.9117,0.6499,2.4444,0.7786,1.1566,-1.8449,0.6188,3.4129,2.3644,-2.1299
198301,9.8076,8.0989,8.6745,9.8657,11.4287,7.9583,6.8146,6.5658,5.6176,7.9845,4.6598,3.3956,6.67,1.5219,6.8186,2.039,3.2205,2.9724,4.0509,7.9995,2.2813,4.2127,5.3661,2.9206,2.9109
198302,7.1956,5.095,6.8109,5.9896,5.0432,7.1389,5.8929,5.2013,5.5508,6.0082,5.0696,4.6523,4.5287,5.4726,3.8391,5.057,4.3777,2.6626,3.6997,3.9938,3.8048,2.785,1.9609,0.986,3.1697
198303,5.352,3.9552,4.7561,7.3239,5.0749,5.1073,6.3371,4.08,3.653,2.5524,5.1165,3.8056,2.8447,5.11,3.8673,3.3866,2.8146,3.7067,2.8078,1.6295,3.8633,3.7286,1.3872,3.4139,4.4315
198304,7.5143,6.9752,7.8527,7.4229,8.3005,7.6154,5.6607,8.6921,7.7737,7.5739,7.4223,5.6592,4.5855,5.3954,6.25,6.5141,6.4334,4.7601,3.7869,6.1986,7.8595,5.9718,8.1584,7.4081,5.149
198305,9.3528,7.9541,11.1575,11.0496,10.5993,5.1144,6.5629,5.3057,5.7141,6.4853,4.6167,5.1417,3.6359,4.3826,3.6767,3.9582,4.1145,2.4178,4.5373,5.3645,-3.3119,-0.9605,-1.6494,-0.8063,4.3129
198306,5.8083,4.9219,3.7749,5.1732,3.8974,5.8821,4.7255,5.7916,4.0697,7.5049,5.2985,3.406,3.8029,5.1818,4.4495,4.8307,2.092,2.7895,3.6881,6.9557,4.352,3.9279,4.28,3.5967,4.3459
198307,-1.8507,-0.9458,-1.9789,-0.9877,-4.5221,-4.2788,-1.862,-2.6818,-2.6842,-6.3763,-3.6976,-1.3113,-0.7568,-2.5721,-3.8945,-5.8622,-2.8961,-2.1842,-1.748,-2.829,-2.4324,-1.3283,-4.1437,-3.3893,-6.2449
198308,-3.513,-4.9882,-4.1612,-2.0915,-4.4124,-5.0397,-1.8165,-3.6121,-4.3239,-3.7695,-2.9467,-1.9147,-2.9415,0.4257,-3.3911,1.8112,0.7498,-0.5382,-0.1078,-1.9502,-3.2874,3.615,3.0372,1.827,-1.0019
198309,-1.3771,0.0867,0.1188,1.2536,-1.2939,1.439,0.5773,2.8492,1.8046,1.9576,4.6832,2.8712,2.9897,3.4826,4.8887,3.0882,1.3449,2.7576,2.3426,3.3266,3.8303,0.4292,1.37,2.3279,1.3792
198310,-6.342,-5.8453,-5.5636,-4.4421,-7.9292,-6.8895,-4.7957,-3.7611,-6.4822,-9.9953,-4.6054,-5.1842,-2.0526,-4.3945,-5.9259,-4.3409,-0.7053,-0.8645,-4.0816,-5.8819,-0.539,0.3534,-0.7882,-2.33,-2.4716
198311,3.5246,5.1088,3.2398,2.3668,3.5523,6.0586,3.776,5.4331,5.5811,6.7777,3.903,5.366,4.451,5.3962,6.0594,7.4765,3.7466,3.6096,4.1084,3.7083,3.4685,-0.3327,2.747,0.0135,4.971
198312,-2.5535,-0.044,-1.0142,-1.762,-2.5356,-1.0752,-0.7318,-1.2268,-0.2897,-3.0251,0.043,-1.7923,-1.6837,-1.4791,-2.0032,-1.2937,-1.8643,-3.417,-0.1277,-2.6348,-0.4824,0.0268,0.3676,-0.4301,-2.0388
198401,0.6296,0.4103,0.0018,-0.0481,-0.9262,-2.8197,1.2695,-0.6897,-2.3791,-5.4627,-3.1147,-3.5132,-4.1817,-3.5249,-6.1714,-1.8958,-3.4902,-1.6359,-4.0007,-6.0403,-3.3653,0.5516,0.4854,1.3295,-4.558
198402,-5.9703,-5.5464,-4.3441,-5.2457,-7.5251,-5.7315,-5.2252,-2.2155,-6.2827,-6.6985,-6.4823,-5.5835,-4.3716,-4.7874,-6.7365,-5.6819,-4.0065,-5.8727,-4.8225,-3.4304,-6.1258,-2.4703,-2.5881,-2.5729,-5.002
198403,1.7259,-1.1406,1.1817,0.712,1.2094,0.877,2.2242,0.8324,0.4915,0.204,4.0533,1.5938,1.4468,1.6149,0.679,3.2602,2.7162,1.6242,2.4353,-0.25,1.7855,0.2062,3.3257,-0.1471,1.4356
198404,-2.1389,-1.248,-2.4461,-0.6729,-2.6542,-1.4217,1.6252,1.1246,-1.4195,-0.3433,0.4355,-0.2334,-0.4421,-0.5657,2.3979,-0.2581,-1.6745,-0.7067,-1.8674,-1.7219,0.4511,3.4302,1.1876,1.1185,0.3668
198405,-4.7737,-4.7676,-3.9362,-3.1287,-5.4964,-4.0015,-4.2155,-3.5568,-4.3172,-6.226,-6.4198,-4.4886,-4.1807,-5.1444,-7.4373,-8.75,-3.931,-4.092,-4.5605,-2.1696,-4.0582,-5.1722,-4.0023,-4.1041,-5.5569
198406,3.5568,2.1697,1.7089,1.3206,1.4922,4.2814,0.8909,1.4832,2.3932,3.7283,1.6629,3.0951,4.5715,3.3635,3.7067,4.2401,3.5762,2.5618,4.4473,4.183,2.892,1.2211,3.0358,3.0912,5.015
198407,-7.069,-4.4813,-3.9346,-4.3182,-5.7269,-5.2269,-5.448,-4.4373,-5.8945,-5.2386,-4.9629,-3.2291,-2.6101,-3.0428,-4.7353,-5.6074,-4.6662,-2.4983,-2.4238,-4.1478,-1.4112,-3.0402,-2.6251,1.238,-0.0405
198408,9.7565,10.3239,10.0979,11.0646,9.4073,12.6357,12.3011,10.2806,13.6876,14.4761,12.0544,13.6109,12.5403,12.4123,14.2886,12.3217,13.6281,10.3645,11.7973,12.3496,11.4042,12.3349,9.0736,10.4011,12.1565
198409,-0.9328,0.6774,0.2334,-0.7206,-1.7545,-1.7605,-2.5918,-1.5759,-1.0285,-2.7923,0.5761,-1.1787,1.9858,-1.6235,-2.8156,-1.0358,-1.7501,0.8564,0.7087,-0.3763,-1.021,-0.9453,1.5183,-1.2068,-0.1314
198410,-4.4636,-2.4467,-1.5412,-0.9502,-3.2575,-2.1925,-3.3979,0.1519,-0.9591,-2.6679,-3.5143,-1.213,1.1624,-1.1882,-0.6363,-0.2329,-0.5788,0.7618,1.4173,-0.8334,1.5023,-0.6521,-0.0003,1.1655,1.7092
198411,-3.865,-2.6479,-1.8139,-3.6997,-4.499,-3.1027,-0.6431,-1.6294,-4.1221,-3.3774,0.7764,-0.2045,-0.3041,0.3489,-3.9873,-1.1244,-0.3874,-0.4696,-1.2338,-3.6672,-2.6727,0.2689,-0.7487,-1.3255,-2.2869
198412,-0.573,1.5977,1.5822,0.8015,0.558,0.1699,2.0434,2.4755,1.09,2.7885,2.2888,2.163,2.2276,3.9369,1.4254,2.0526,2.1374,1.6826,4.2417,2.2686,2.9423,2.2103,2.743,1.0605,4.1918
198501,12.1434,10.9386,11.1347,13.8095,14.1912,12.1141,12.4958,12.5494,9.962,14.7944,8.7264,10.4734,9.0813,9.941,14.0234,11.2297,10.8469,7.7218,8.8327,11.1351,7.2507,6.0234,4.3458,9.724,9.3066
198502,3.4269,3.8257,4.3675,2.4117,3.9484,2.9209,2.9506,2.0725,1.8665,3.0388,1.3226,1.0354,0.1912,1.6244,1.6922,0.2815,2.712,1.5823,0.9527,1.6161,1.7856,1.8466,3.6609,0.915,-1.2188
198503,-2.1245,-0.6264,-0.8254,-2.1575,-2.734,-4.0663,-1.5492,-1.9652,-2.0628,-3.5659,-1.3758,-2.3913,0.6988,-0.6771,-4.3628,-3.9857,2.6969,1.1486,-1.6581,-2.9493,-0.6802,0.9154,1.8465,-0.3942,-1.985
198504,-1.8103,-0.9979,-1.8593,-0.766,-1.0261,-2.3853,-2.2976,-1.6006,-1.1324,-3.7557,-0.0867,-1.3257,-1.6437,0.6805,-1.1877,-4.732,-0.5344,-0.7781,-0.2951,-1.7265,-2.2058,-0.0243,1.1531,-0.9547,-3.7586
198505,1.8132,1.8312,2.7317,3.1843,2.7506,3.2573,4.1727,4.387,3.7284,4.8343,4.1333,5.2479,4.1313,4.6716,7.0303,4.7936,3.6634,7.0334,6.3304,8.5371,6.5203,5.145,5.5333,6.3705,8.2603
198506,-0.5455,0.1644,1.7469,1.7691,0.6339,0.8485,1.0099,1.0333,1.8657,1.1595,1.5973,0.508,4.7711,1.836,0.6579,2.5288,1.9797,2.2686,2.6187,1.1878,1.7385,1.7631,1.8646,0.5797,1.1172
198507,2.5112,2.0533,1.5364,3.4102,2.8529,3.5993,1.9331,1.5506,3.5234,4.2223,2.6441,1.6307,1.364,4.0244,1.5822,3.0019,-0.1698,-1.3915,0.4716,-0.4364,-0.9528,-2.0174,-0.1373,0.6441,1.6592
198508,-1.4407,0.2115,-2.1569,0.1065,-1.2015,-0.2226,-0.5896,-0.3731,-0.2494,-2.0594,-0.7823,0.565,0.9144,-2.2459,-3.6868,1.0535,0.4708,-0.4903,-0.8536,-0.9149,-0.8452,0.2885,0.4199,-0.4544,-1.9503
198509,-6.3625,-3.8856,-5.4369,-5.3454,-6.6233,-6.3749,-5.0914,-6.5211,-6.1932,-5.8484,-5.6263,-5.0078,-4.206,-2.8886,-5.905,-5.0677,-3.31,-4.8224,-4.7377,-5.5757,-2.556,-2.805,-3.1705,-3.0284,-2.6952
198510,0.4557,3.1977,3.7988,2.7003,1.3936,3.2247,2.2507,4.7226,3.2149,3.5568,1.3369,2.0737,5.3055,2.5517,1.5714,3.4326,6.0561,5.3892,4.8159,4.0041,6.2634,4.1425,4.3257,3.7124,3.6891
198511,4.6225,5.9605,5.1226,4.8318,6.5258,7.108,6.8233,8.5721,6.698,8.8587,3.8214,5.3132,4.635,9.0879,9.834,5.3602,6.9513,6.6119,7.3244,8.9613,5.4518,6.0775,5.5877,9.1231,9.4557
198512,3.9661,3.7174,3.7628,3.5033,4.7273,2.9717,2.6506,3.6016,6.1933,5.1588,3.4493,4.3425,4.9666,6.4326,4.5063,3.7653,2.4438,4.5044,4.7259,3.0661,1.8849,2.6841,4.7204,5.6118,9.0895
198601,3.5351,0.5773,2.9293,3.247,2.6457,2.7226,2.5024,0.2294,-0.3633,1.0786,0.6123,2.0925,2.9359,2.037,0.5666,0.1392,3.7278,1.0371,1.0523,1.4916,-0.6456,0.7896,-0.1635,1.2717,-1.9038
198602,5.8296,6.9425,4.7177,5.7623,6.6285,6.3611,6.8078,7.2165,5.9009,6.4282,7.9459,5.9762,5.2644,6.0457,8.5551,4.0943,7.677,7.7242,8.2055,7.5358,8.6088,7.1147,9.178,8.95,4.2623
198603,5.4172,4.5556,4.5878,5.3341,4.7196,7.3431,5.3707,6.4589,3.6345,4.6961,5.8393,5.2052,6.7556,6.4664,7.1397,5.9098,3.8153,5.2603,4.9512,6.1597,4.8738,6.4426,7.5833,4.5855,0.8587
198604,2.1896,1.8502,1.1374,1.5488,2.167,1.5111,0.4767,0.3498,2.0769,0.91,-0.2727,0.5942,1.757,-0.1149,2.9554,-2.2674,-1.0746,-0.7341,0.1287,0.235,-1.56,-1.5974,-0.9345,-1.836,2.6733
198605,6.1101,4.7633,2.4822,4.083,3.4123,3.3006,2.5715,3.1655,3.3711,3.773,4.446,3.72,8.2456,4.5322,4.5778,5.4148,6.7329,4.3295,4.8328,4.4808,6.1673,5.9468,6.9395,5.7987,0.7905
198606,0.2783,0.9446,-0.4614,0.2347,-0.4294,-0.2356,-0.0615,0.9266,-0.5619,0.7494,1.1936,2.7477,1.475,-0.4403,-2.0425,0.5346,2.6999,2.0727,0.5015,1.69,1.4454,2.5028,3.938,1.4554,-3.1156
198607,-10.4963,-8.2332,-6.0189,-8.8397,-8.8202,-9.3087,-7.4858,-8.5621,-8.2937,-12.2784,-10.0159,-7.5468,-4.8531,-6.9572,-11.1914,-5.5666,-5.8067,-5.9047,-6.3768,-9.6579,-7.0682,-2.6807,-4.1503,-6.4729,-6.036
198608,1.9712,1.4977,1.9046,0.9978,0.4796,4.0306,4.9251,5.3374,3.0796,3.1125,6.1533,7.0183,6.6808,5.4547,4.777,8.5875,8.8812,6.0975,7.231,4.6127,7.5984,8.6491,7.5826,5.8901,4.039
198609,-6.5463,-4.3851,-5.514,-6.1077,-6.2817,-5.0513,-8.3669,-4.485,-3.7279,-8.1781,-5.6307,-5.3826,-6.1268,-6.5343,-6.4509,-4.9468,-6.3743,-7.4178,-6.2944,-6.46,-7.5496,-8.4198,-8.7876,-8.3476,-9.0367
198610,2.0275,2.164,2.3777,2.6654,1.8702,2.3991,5.6004,4.3058,5.9907,5.3908,3.1761,3.9575,3.4901,5.8296,5.0962,7.9192,5.5486,7.3129,4.505,6.1684,6.1434,5.9493,6.5807,3.7372,8.0823
198611,0.3999,-1.0993,0.9294,-0.4589,-0.4176,0.7399,0.1938,-0.5506,-0.1957,0.6874,1.2796,2.8578,1.2061,0.0231,0.2912,-1.5411,0.7184,2.3663,1.7901,2.0913,1.4617,2.3162,3.2641,3.1935,2.2962
198612,-4.6199,-4.1323,-2.3801,-1.2244,-3.7011,-1.708,-2.9771,-1.8302,-2.8398,-2.6803,-2.4988,-1.3521,-2.5913,-2.0646,-3.5566,-3.0459,-3.458,-2.2257,-3.6267,-5.3586,-2.9173,-2.5609,-1.8151,-2.9893,-4.677
198701,12.8877,10.5851,9.5896,8.7887,10.3543,13.4098,11.098,10.903,12.4477,13.5671,14.094,11.6128,10.4521,12.7782,13.7181,12.2177,13.2024,12.5575,13.5692,14.1048,14.5465,13.3891,13.6056,13.1321,12.4784
198702,9.4195,8.8447,7.025,7.9098,9.1545,7.2169,9.5813,8.6123,6.3433,9.0872,9.636,6.7458,5.7519,6.1136,7.7107,4.7072,3.892,4.4985,4.6152,9.4097,6.1294,0.7009,2.5294,5.8833,6.8874
198703,4.025,3.3081,3.6368,2.2045,2.2743,2.9059,1.567,2.7725,2.6657,-2.1102,0.9469,1.3906,1.0159,2.2744,0.2313,3.8207,1.7882,1.0219,1.9983,2.1021,4.3911,3.4697,2.6434,2.9285,1.7449
198704,-0.2514,-0.2286,-2.456,-2.8049,-2.6423,-4.6248,-1.7055,-3.4945,-4.1808,-1.8384,2.1979,-1.1809,-3.5256,-1.5328,-2.7285,-0.8817,-0.5166,-1.0447,-2.7374,-2.6024,1.395,-1.1454,-1.8029,0.4558,-2.4218
198705,0.6285,1.9965,1.9128,-0.4198,-0.0982,0.263,0.0447,-0.3398,0.1757,0.3946,2.7764,0.5082,0.0855,2.255,1.9588,4.3466,-0.5019,1.8465,-0.5902,-0.0923,0.1593,0.7248,1.1993,0.7234,2.1173
198706,1.3867,1.4064,3.7442,2.1329,0.6974,2.3138,1.8232,3.9157,4.2764,2.263,0.7814,3.6459,4.237,5.5561,1.4716,3.9456,5.3717,2.6386,3.982,4.1985,4.9051,5.3704,5.4843,3.7779,7.8333
198707,3.856,3.3054,2.0092,2.2151,2.8415,3.8362,5.127,1.678,3.1059,4.089,6.0263,5.755,3.1934,2.9284,4.8722,3.93,6.0739,4.0762,4.9248,6.8231,8.2897,4.5192,3.3975,3.9709,6.0935
198708,0.6539,1.2463,2.8652,1.1374,1.9422,2.3783,3.807,1.0425,4.7667,3.0308,2.3327,2.7652,2.4694,2.0073,4.6585,4.5488,2.697,3.7795,3.9448,1.0819,2.9643,5.6964,3.3664,3.5709,4.0792
198709,-0.3311,0.4881,-0.986,-2.0432,-1.5952,-2.0517,-0.2821,-0.9146,-1.2956,-1.8369,-1.1096,-2.486,-2.237,-2.5211,-2.0338,-3.0293,-0.1928,-0.8774,-1.001,-0.3618,-0.4878,-2.613,-1.442,-3.286,-2.9584
198710,-32.2849,-29.8422,-28.588,-30.5501,-32.7305,-32.5676,-29.58,-25.5893,-28.9653,-34.2914,-30.4809,-28.4754,-23.4097,-26.9242,-32.5484,-27.2769,-25.3196,-21.416,-22.9128,-30.7392,-20.465,-19.9341,-19.0112,-19.0423,-25.4946
198711,-6.0534,-3.144,-4.5729,-4.8201,-7.5053,-4.312,-3.5467,-3.5627,-4.5976,-6.3997,-3.5098,-4.7217,-3.7263,-2.3288,-7.4256,-6.857,-4.1715,-4.2851,-5.5301,-5.9285,-9.6108,-7.8522,-8.0692,-10.3927,-4.9623
198712,4.0404,3.2289,4.9429,7.2429,4.2592,7.1731,10.722,7.3428,10.9301,10.921,11.0918,9.6212,7.0163,10.5849,12.9643,11.5007,8.9095,6.4269,11.311,11.8896,7.1353,6.144,7.62,7.3112,7.9709
198801,6.9292,4.8614,4.9038,5.3246,5.6666,3.8747,2.1632,3.299,3.2353,2.4526,3.1764,2.4902,4.0804,2.2034,1.5235,0.3412,3.9237,3.1241,2.4933,2.2414,4.8078,3.2193,6.0893,3.5079,3.7803
198802,7.7208,6.7756,5.6114,8.6491,7.79,10.1369,10.343,6.9309,8.9695,9.9875,8.0861,10.3319,7.0892,7.2099,10.7504,10.9524,7.9104,4.9439,7.5078,10.9065,3.8926,4.2558,3.0899,4.5609,7.6882
198803,3.9343,7.0701,5.8969,6.4962,4.7195,6.4824,4.6881,4.3731,4.038,4.2933,2.2757,1.676,1.4413,0.6467,2.198,3.9055,3.321,0.6869,-0.6065,-0.8022,-4.6445,-4.0414,-3.703,-3.3223,0.4558
198804,2.4906,2.8553,1.6072,3.5808,1.3227,4.1742,2.2491,3.8845,2.9717,2.2899,0.6376,0.5823,0.12,1.3046,1.7229,0.0584,1.8571,-0.172,1.1189,0.627,0.1301,1.5301,0.1766,2.6519,0.9939
198805,-2.7281,-2.4817,-1.5611,-1.1854,-2.0553,-1.7047,-2.2891,-2.7792,-2.012,-2.331,-0.919,0.6171,-0.2278,-0.4304,0.1042,1.0104,0.0801,0.7458,-1.3586,-0.472,1.7343,0.6296,0.7733,-0.3192,-0.5099
198806,5.1393,5.3547,5.6466,8.1969,5.6764,8.7301,9.5471,5.4557,7.8584,8.8781,5.4959,6.0292,4.9519,7.8581,8.4612,7.454,4.8106,5.9218,4.9712,8.285,2.7259,5.8682,2.9396,4.9896,4.2824
198807,-0.2164,0.9751,-0.7801,-0.6035,-0.6879,-0.7821,1.606,-2.0889,-1.6723,-0.9551,-2.0603,-1.7501,-2.2145,-4.0516,-2.8732,-1.4742,-1.8539,-3.9386,-0.823,-2.9404,-0.209,0.1907,0.0429,-2.0762,-0.4173
198808,-2.1682,-2.0652,-1.2834,-2.1642,-2.967,-3.3531,-3.4344,-2.3365,-1.6398,-3.9524,-4.2494,-2.2991,-1.6926,-2.3961,-3.3434,-0.7268,-2.7413,-2.0394,-3.2857,-3.1355,-2.3111,-2.7004,-2.2425,-5.6045,-5.0739
